rxn	MALA_SAMN05422188_METAG_LLBMOAPB	TARA_SAMEA2620824_METAG_LOJGELEI	TARA_SAMEA2621092_METAG_PBGJLHHO	TARA_SAMEA2621132_METAG_LDNDBIDJ	TARA_SAMEA2621203_METAG_OIOCIAKB	TARA_SAMEA2621204_METAG_NPDFCODL	TARA_SAMEA2621213_METAG_DEKBFKGN	TARA_SAMEA2621216_METAG_MFALBMCH	TARA_SAMEA2621222_METAG_PJMCAEEB	TARA_SAMEA2621232_METAG_DIHKBBPN	TARA_SAMEA2621300_METAG_IEFICHBE	TARA_SAMEA2622074_METAG_FNKBHPHK	TARA_SAMEA2622119_METAG_JDJBPNAG	TARA_SAMEA2622149_METAG_ENLLIFBN	TARA_SAMEA2622429_METAG_ENOMBGBB	TARA_SAMEA2622676_METAG_DHBKOHPM	TARA_SAMEA2622694_METAG_PPPLINPE	TARA_SAMEA2622696_METAG_JLFDNMFP	TARA_SAMEA2622736_METAG_DMNOEGPI	TARA_SAMEA2622737_METAG_HBBKJBPP	TARA_SAMEA2622738_METAG_BJEAIAHN	TARA_SAMEA2622763_METAG_BCJCDBND	TARA_SAMEA2622799_METAG_KFBDELHP	TARA_SAMEA2622801_METAG_INILGBIK	TARA_SAMEA2622817_METAG_GELGMJBB	TARA_SAMEA2622821_METAG_NHJIMNDA	TARA_SAMEA2622823_METAG_GGEKDAAF	TARA_SAMEA2622841_METAG_JCAEBLCG	TARA_SAMEA2622843_METAG_LMNNKAIA	TARA_SAMEA2623079_METAG_HJOAKLPD	TARA_SAMEA2623098_METAG_KMJLKJJA	TARA_SAMEA2623155_METAG_ICOCBAKB	TARA_SAMEA2623314_METAG_JMALCLKL	TARA_SAMEA2623756_METAG_LMHAEILL	TARA_SAMEA2623794_METAG_JKKMCGGO	TARA_SAMN05326643_METAG_ASW00029	TARA_SAMN05326646_METAG_PSW00062
rxn08550_c0	1	1	1	1	1	0	0	0	1	0	1	1	1	1	0	0	1	1	0	1	1	0	0	1	0	0	0	1	1	0	0	0	0	1	0	1	0
rxn08551_c0	1	1	1	1	1	0	0	0	1	0	1	1	1	1	0	0	1	1	0	1	1	0	0	1	0	0	0	1	1	0	0	0	0	1	0	1	0
rxn08552_c0	1	1	1	1	1	0	0	0	1	0	1	1	1	1	0	0	1	1	0	1	1	0	0	1	0	0	0	1	1	0	0	0	0	1	0	1	0
rxn08556_c0	1	1	1	1	1	1	0	1	1	1	0	1	1	0	1	1	0	1	1	0	1	1	1	1	0	1	0	1	1	0	0	0	1	1	1	1	1
rxn08557_c0	1	1	1	1	1	1	0	1	1	1	0	1	1	0	1	1	0	1	1	0	1	1	1	1	0	1	0	1	1	0	0	0	1	1	1	1	1
rxn08558_c0	1	1	1	1	1	1	0	1	1	1	0	1	1	0	1	1	0	1	1	0	1	1	1	1	0	1	0	1	1	0	0	0	1	1	1	1	1
rxn08598_c0	1	1	1	1	1	1	1	1	0	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn08635_c0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn08647_c0	1	0	1	1	1	1	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn08661_c0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn08670_c0	1	0	1	1	1	1	1	0	1	1	0	1	1	1	1	1	0	1	1	1	1	1	0	1	0	1	1	1	1	1	1	1	0	1	1	1	1
rxn08685_c0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn08689_c0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn08691_c0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn08700_c0	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn08706_c0	1	1	1	1	1	0	0	1	0	1	0	1	0	1	1	1	0	1	0	0	1	1	0	1	1	0	1	1	1	0	0	0	0	1	0	0	1
rxn08714_c0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn08715_c0	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn08716_c0	0	1	1	1	1	1	0	1	1	1	1	1	1	1	1	0	0	1	0	1	1	1	0	1	1	1	0	1	1	1	0	1	1	1	1	1	1
rxn08733_c0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
rxn08751_c0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn08752_c0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn08756_c0	1	1	1	1	1	1	0	1	1	1	1	0	1	1	1	0	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	0	1	1	1	1	1
rxn08764_c0	1	1	1	1	1	1	0	1	1	1	0	1	1	1	1	0	0	1	0	1	1	0	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1
rxn08766_c0	1	1	1	1	1	1	1	0	1	0	1	1	1	1	1	1	1	1	0	0	1	1	1	1	0	0	1	1	1	0	0	1	1	1	1	1	1
rxn08767_c0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn08854_c0	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn08857_c0	1	0	1	1	1	1	0	0	1	1	0	1	1	1	1	1	1	1	1	1	1	1	0	1	0	1	1	1	1	0	1	1	1	1	1	1	1
rxn08877_c0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn08890_c0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn08891_c0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn08892_c0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn08893_c0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn08894_c0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn08900_c0	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	0	0	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn08901_c0	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	0	0	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn08921_c0	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn08924_c0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
rxn08926_c0	0	0	1	1	1	1	0	1	1	0	0	1	1	1	0	1	0	1	1	1	1	1	0	1	1	1	1	1	1	1	0	0	1	1	1	1	0
rxn08927_c0	0	0	1	1	1	1	0	1	1	0	0	1	1	1	0	1	0	1	1	1	1	1	0	1	1	1	1	1	1	1	0	0	1	1	1	1	0
rxn08928_c0	0	0	1	1	1	1	0	1	1	0	0	1	1	1	0	1	0	1	1	1	1	1	0	1	1	1	1	1	1	1	0	0	1	1	1	1	0
rxn08929_c0	0	0	1	1	1	1	0	1	1	0	0	1	1	1	0	1	0	1	1	1	1	1	0	1	1	1	1	1	1	1	0	0	1	1	1	1	0
rxn08930_c0	0	0	1	1	1	1	0	1	1	0	0	1	1	1	0	1	0	1	1	1	1	1	0	1	1	1	1	1	1	1	0	0	1	1	1	1	0
rxn08956_c0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn08966_c0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn08976_c0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn08977_c0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn08979_c0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn08981_c0	1	1	1	1	1	1	1	1	1	0	0	1	1	1	1	1	0	1	1	1	1	1	0	1	1	1	1	1	1	1	0	1	1	1	1	1	0
rxn08989_c0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn08990_c0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn09008_c0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn09010_c0	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn09011_c0	1	1	1	1	0	1	0	0	1	0	0	1	1	1	1	0	0	1	0	0	1	0	0	1	1	1	0	1	1	1	1	0	1	1	1	1	1
rxn09012_c0	1	1	1	1	0	1	0	0	1	0	0	1	1	1	1	0	0	1	0	0	1	0	0	1	1	1	0	1	1	1	1	0	1	1	1	1	1
rxn09037_c0	1	1	0	1	1	1	1	0	0	0	1	1	1	1	1	0	1	0	0	1	1	0	1	1	0	1	1	0	1	1	1	0	1	1	1	1	1
rxn09038_c0	1	1	1	1	1	0	0	1	0	1	0	1	0	1	1	1	0	1	0	0	1	1	0	1	1	0	1	1	1	0	0	0	0	1	0	0	1
rxn09039_c0	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn09071_c0	1	1	0	1	1	1	1	1	0	0	0	1	1	1	1	0	0	1	0	1	1	0	0	1	1	1	1	1	1	1	1	0	1	1	1	1	0
rxn09101_c0	0	1	1	1	1	1	0	0	0	1	0	1	1	1	1	1	0	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn09102_c0	0	1	1	1	1	1	0	0	0	1	0	1	1	1	1	1	0	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn09103_c0	0	1	1	1	1	1	0	0	0	1	0	1	1	1	1	1	0	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn09104_c0	0	1	1	1	1	1	0	0	0	1	0	1	1	1	1	1	0	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn09105_c0	0	1	1	1	1	1	0	0	0	1	0	1	1	1	1	1	0	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn09106_c0	0	1	1	1	1	1	0	0	0	1	0	1	1	1	1	1	0	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn09107_c0	0	1	1	1	1	1	0	0	0	1	0	1	1	1	1	1	0	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn09108_c0	0	1	1	1	1	1	0	0	0	1	0	1	1	1	1	1	0	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn09109_c0	0	1	1	1	1	1	0	0	0	1	0	1	1	1	1	1	0	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn09110_c0	0	1	1	1	1	1	0	0	0	1	0	1	1	1	1	1	0	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn09111_c0	0	1	1	1	1	1	0	0	0	1	0	1	1	1	1	1	0	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn09112_c0	0	1	1	1	1	1	0	0	0	1	0	1	1	1	1	1	0	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn09113_c0	0	1	1	1	1	1	0	0	0	1	0	1	1	1	1	1	0	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn09114_c0	0	1	1	1	1	1	0	0	0	1	0	1	1	1	1	1	0	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn09115_c0	1	1	1	1	1	1	0	1	1	0	1	1	1	1	1	1	0	1	1	1	1	1	1	1	0	1	1	1	1	0	1	1	1	1	1	1	1
rxn09167_c0	1	1	1	1	1	1	0	1	1	1	0	0	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1
rxn09169_c0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn09171_c0	0	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1
rxn09176_c0	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn09177_c0	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	0	1	1
rxn09179_c0	1	1	0	1	1	1	0	1	0	0	0	1	1	1	0	0	0	1	0	1	1	1	0	1	0	1	0	1	1	0	0	0	1	1	1	0	0
rxn09180_c0	1	1	0	1	1	1	0	1	0	0	0	1	1	1	0	0	0	1	0	1	1	1	0	1	0	1	0	1	1	0	0	0	1	1	1	0	0
rxn09197_c0	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	0	0	1	0	1	1	0	0	1	0	1	1	1	1	0	1	0	1	1	1	0	1
rxn09198_c0	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	0	0	1	0	1	1	0	0	1	0	1	1	1	1	0	1	0	1	1	1	0	1
rxn09199_c0	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	0	0	1	0	1	1	0	0	1	0	1	1	1	1	0	1	0	1	1	1	0	1
rxn09200_c0	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	0	0	1	0	1	1	0	0	1	0	1	1	1	1	0	1	0	1	1	1	0	1
rxn09201_c0	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	0	0	1	0	1	1	0	0	1	0	1	1	1	1	0	1	0	1	1	1	0	1
rxn09202_c0	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	0	0	1	0	1	1	0	0	1	0	1	1	1	1	0	1	0	1	1	1	0	1
rxn09203_c0	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	0	0	1	0	1	1	0	0	1	0	1	1	1	1	0	1	0	1	1	1	0	1
rxn09244_c0	1	0	0	1	1	1	1	1	0	0	0	0	1	1	0	0	0	1	0	0	0	1	0	1	0	0	1	1	1	0	1	1	0	1	0	1	0
rxn09270_c0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn09272_c0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn09288_c0	1	1	1	1	1	0	0	1	0	1	0	1	0	1	1	1	0	1	0	0	1	1	0	1	1	0	1	1	1	0	0	0	0	1	0	0	1
rxn09295_c0	1	0	0	1	1	1	0	0	0	1	0	1	0	1	1	0	0	1	0	1	1	1	0	1	1	1	1	1	1	0	0	1	1	1	1	0	1
rxn09304_c0	0	0	1	1	1	1	0	1	0	0	0	1	1	1	1	1	0	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	0	1	1
rxn09306_c0	0	0	1	1	1	1	0	1	0	0	0	1	1	1	1	1	0	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	0	1	1
rxn09317_c0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn09388_c0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn09389_c0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn09402_c0	0	1	0	1	1	0	0	1	1	0	1	1	1	1	1	0	1	1	1	0	1	1	0	1	1	1	1	1	1	0	1	0	1	1	1	1	1
rxn09417_c0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn09444_c0	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn09447_c0	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn09449_c0	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn09452_c0	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn09453_c0	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn09456_c0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn09475_c0	1	1	0	1	1	1	0	1	1	0	0	1	1	1	1	1	0	1	0	1	1	1	1	1	0	1	1	1	1	0	1	0	1	1	1	1	1
rxn09476_c0	1	1	0	1	1	1	0	1	1	0	0	1	1	1	1	1	0	1	0	1	1	1	1	1	0	1	1	1	1	0	1	0	1	1	1	1	1
rxn09477_c0	1	1	0	1	1	1	0	1	1	0	0	1	1	1	1	1	0	1	0	1	1	1	1	1	0	1	1	1	1	0	1	0	1	1	1	1	1
rxn09478_c0	1	1	0	1	1	1	0	1	1	0	0	1	1	1	1	1	0	1	0	1	1	1	1	1	0	1	1	1	1	0	1	0	1	1	1	1	1
rxn09479_c0	1	1	0	1	1	1	0	1	1	0	0	1	1	1	1	1	0	1	0	1	1	1	1	1	0	1	1	1	1	0	1	0	1	1	1	1	1
rxn09516_c0	1	1	1	1	0	1	0	0	1	0	0	1	1	1	1	0	0	1	0	0	1	0	0	1	1	1	0	1	1	1	1	0	1	1	1	1	1
rxn09517_c0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	1	0
rxn09657_c0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn09660_c0	1	0	1	1	1	1	1	0	1	0	0	1	1	1	1	0	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	0	1	1
rxn09672_c0	1	1	1	1	1	1	1	0	0	0	0	1	1	1	1	1	1	1	1	1	1	0	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1
rxn09673_c0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn09678_c0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1
rxn09681_c0	1	1	1	1	1	1	1	0	1	0	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn09690_c0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn09696_c0	0	0	1	1	1	1	0	0	1	1	0	1	1	1	1	0	1	1	1	1	1	1	0	1	0	1	1	1	1	0	1	1	1	1	1	1	1
rxn09731_c0	0	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn09882_c0	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn09886_c0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1
rxn09889_c0	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	0	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn09948_c0	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1
rxn09953_c0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn09956_c0	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn09958_c0	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn09960_c0	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn09972_c0	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn09973_c0	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn09974_c0	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn09975_c0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn09977_c0	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn10019_c0	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn10020_c0	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn10021_c0	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn10043_c0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn10044_c0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1
rxn10053_c0	1	0	0	0	1	0	0	0	0	0	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	1	0	0	0
rxn10054_c0	0	1	1	1	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0	1	0	0	1	0	0	0	0	1	0	0	0	0	1	1	1	0
rxn10056_c0	1	1	1	1	1	1	1	1	1	0	1	0	1	1	1	1	0	1	1	1	1	1	0	1	0	1	1	1	1	1	1	1	1	1	1	1	1
rxn10057_c0	1	1	1	1	1	1	1	1	1	0	1	0	1	1	1	1	0	1	1	1	1	1	0	1	0	1	1	1	1	1	1	1	1	1	1	1	1
rxn10058_c0	1	1	1	1	1	1	1	1	1	0	1	0	1	1	1	1	0	1	1	1	1	1	0	1	0	1	1	1	1	1	1	1	1	1	1	1	1
rxn10059_c0	1	1	1	1	1	1	1	1	1	0	1	0	1	1	1	1	0	1	1	1	1	1	0	1	0	1	1	1	1	1	1	1	1	1	1	1	1
rxn10060_c0	1	1	1	1	1	1	1	1	1	0	1	0	1	1	1	1	0	1	1	1	1	1	0	1	0	1	1	1	1	1	1	1	1	1	1	1	1
rxn10107_c0	0	1	1	1	1	1	0	0	0	1	0	1	1	1	1	1	0	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn10110_c0	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	0	0	1	0	1	1	0	0	1	0	1	1	1	1	0	1	0	1	1	1	0	1
rxn10138_c0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn10202_c0	1	1	1	1	1	0	0	0	1	0	1	1	1	1	0	0	1	1	0	1	1	0	0	1	0	0	0	1	1	0	0	0	0	1	0	1	0
rxn10203_c0	1	1	1	1	1	0	0	0	1	0	1	1	1	1	0	0	1	1	0	1	1	0	0	1	0	0	0	1	1	0	0	0	0	1	0	1	0
rxn10204_c0	1	1	1	1	1	0	0	0	1	0	1	1	1	1	0	0	1	1	0	1	1	0	0	1	0	0	0	1	1	0	0	0	0	1	0	1	0
rxn10205_c0	1	1	1	1	1	0	0	0	1	0	1	1	1	1	0	0	1	1	0	1	1	0	0	1	0	0	0	1	1	0	0	0	0	1	0	1	0
rxn10206_c0	1	1	1	1	1	0	0	0	1	0	1	1	1	1	0	0	1	1	0	1	1	0	0	1	0	0	0	1	1	0	0	0	0	1	0	1	0
rxn10207_c0	1	1	1	1	1	0	0	0	1	0	1	1	1	1	0	0	1	1	0	1	1	0	0	1	0	0	0	1	1	0	0	0	0	1	0	1	0
rxn10208_c0	1	1	1	1	1	0	0	0	1	0	1	1	1	1	0	0	1	1	0	1	1	0	0	1	0	0	0	1	1	0	0	0	0	1	0	1	0
